PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
-0.6608798758307621,-3.3415574951344817,-2.2845268270536176,1.1788356100887678,-2.4067747746408745,0.27814134852062067,-0.17475509754053375,2.6911236778764698,-0.6015863358602112,-0.6198880309871143,-1.193902671248958,-1.4800524197088527,0.26835158324087466
-1.3784617310707703,2.5023055407605006,1.6975120854873496,0.8236461580681768,-2.230447944765405,1.2079879519276266,0.810784761716774,2.710600420259057,-1.941679403077672,-3.576999289595046,1.0565662782606116,0.007135601971434033,-1.436516580165938
0.052290465233232775,-1.218084093067323,-0.5001715482221372,0.33993061586245155,-1.3309276561192753,1.2568905338935514,-2.003132307223053,-1.1478961574021098,0.9106749501548397,-0.012719378311250465,0.11186960686112118,-1.6709871759017494,0.03411757928127461
-5.04992975913588,-1.529358635813387,0.1894708148937292,0.31214280852937354,-0.1946208689613413,-1.1862089406667644,-0.6770465072326979,-1.5695724860465714,0.7088417459938265,1.0143122798150033,-0.035456490026934274,-0.8108235708812759,0.0832297185189535
-1.8339891470388907,2.2289047103954824,0.7383774301667578,1.6206844895998758,3.4272249451984305,-3.1333878375665005,0.9134009047949885,1.4030217003292602,-0.8460006512105217,-0.3727677417811894,-1.0930450654518606,-0.5107405679481017,0.17919308943640852
-3.450188711939578,1.6304289517864046,-0.08366625516287757,-0.4272171782478601,-0.735286723890297,-0.4120680885856715,-0.8129444292006147,-0.22784948123751814,0.24601200039043342,-0.7668501847185047,-0.2680749751128276,-1.2218593603917633,-0.3071772694442758
-3.4760894908758955,0.7970512794418548,-1.601191735575734,1.0950578407909926,2.2013272660353955,0.08693587940438968,-1.2138138572980215,-0.17495516577121323,1.6197033521271518,-0.25301445289300234,0.7213044289291468,-0.2964801858008068,0.725361448655332
-5.863592961729118,1.0974485241379477,1.5511674226089702,1.1664335858263704,-1.034717855463684,-2.013810137719695,-0.6188105726713973,0.30246290520556846,0.4726479504477196,3.1972372330743792,-0.6686357728533703,0.19951486902313706,0.059723302730250206
-3.5621350079488385,-3.4477034680439975,-0.9414069390347028,-0.6603694614283148,1.6962741894687499,-1.163684626488718,1.576048189899992,-0.28679039328420586,0.4673586468270295,0.035103869737602704,-1.0309224971038837,-0.7186554213669075,0.7089914790234351
11.62367230814618,-9.949232738615281,6.381993957834993,-9.051072515716614,5.337318883141147,3.5673762367606456,-13.258891204086837,10.970750193569932,2.3121644910237875,-2.839342015340177,-8.657946499953784,1.4352851343405983,-3.299838757418294
-2.4825688821992333,0.06545555723138899,-1.4325676749819667,1.7107963555706525,-1.2830738478397774,0.27581868731002024,-0.6564145451281976,-0.2031002997844823,0.40749375495988305,-0.09246554431243989,-1.7496433690341846,0.02953709649037145,0.7182528136479583
-1.6971776187291558,0.44283656959426454,0.7891832056014754,-1.0342824384223739,0.08336692591251516,-0.09614800566599346,-1.7763269294654616,-0.6690244420293878,0.5752965310228517,0.5288737635016456,-0.8634862565745066,-0.8330572772499258,-0.5979848862169002
-2.7561788957066007,-0.38464317788880314,-1.7840576540932067,1.7077577433371671,0.43497238967711993,1.2193050737069342,-0.12450614047008207,-0.14492795373739725,0.13756861294839368,-1.3809251962177385,-0.906081859604522,-0.6522983099393356,0.873828031207614
-2.0055482765287156,1.7604324693806572,-1.5756540523399165,0.32669241278865035,-0.7140072996316859,1.0503283849582512,-1.8394262816065092,-0.3510083624685553,-1.966446158173458,-3.3371733935455934,1.090096730013442,1.7816508015007573,2.3910712947418604
-4.433098016879495,-1.2068540195091,-0.200936568217921,1.5257580933871413,-0.7921733200762265,0.7095576747643841,-1.5020745225066225,-0.8544396796692988,1.233700107322593,0.12213348681984364,-0.10590840046162445,-0.6122678088513619,0.09943946034153497
